twitts,sentiment
on my way to tutor so close to summer listening to hellogoodbye here in your arms,0
scrap that its raining again,0
brandiev the operative word there being odd,1
had a damn fine weekend working at wychwood and made some lovely new friends and had a nice long leer at gruff rhys,1
tweetland sorry for all those negative tweets bad of me phone is totally gone i will have to get a new one like now such as life,0
is kinda sad and down,0
filce wow thats awesome i have got a rolfaroo somewhere,1
youre hired at its best tonight so sad that margaret is going apprentice,0
going to learn for school,0
i will give absolutely everything just to go to diagon alley,0
skulpa aww boo stupid rain much rather watch the tourney at least have a nice cuppa joe or something,0
good morning sunshine it is gonna be a good day,1
nicksantino ahh one of my fave tim songs,1
none of my clothes match and i love it,1
i am sure we cannot be that from from xboxe3 being a trending topic,1
misses her dd2 family come back to mee,0
amyknapp for the 1st time in a while how are you doing miss,1
nickvisel say boy where you been text me i lost all my numbers on my sim card,0
deux jours dãcole yayy no school after june 19 i forgot to buy my dress for the school party,0
jus got home lol,1
not the high school drama all over again,0
or maybe i used up all my productivity too early now i am having a hard time doing much of anything,0
has had a lonely youth day,0
tomcarmony yep unless of course you need them to be for whatever reason,1
it is so cold moving onto soviet intolerance of diversity any ideas,0
had a fantastic day feeling so settled in our new house now enjoying time with fam after the best dinner ever,1
pantygirl there is not getting paid for it i should know,0
shanedawson aww you made me cry in your last video,0
i miss my friends on the east coast but i really do not wanna leave california,0
spurofmoment hehehe well then hope you have a good day,1
thefictionaut no worries it was not you,1
gonna lay on my bed listen to some music and maybe watch dvds on the portable dvd player thank god i am not sleepy yet goodnight,1
gutted the sims 3 doesnt work on my computer,0
migraine meds are not working have to work 117 and i feel like i am going to pass out not allowed to eat there either great,0
oh my goodness it is totally nap time at work,1
biglittlemelody i love home hairdressers miss mine do not like paying salon prices,0
sitatatirulala pictures that will haunt you forever right,0
why isnt painyboi following me,0
signing off friends be blessed and thankful for yet another wonderful day of life night or rather morning lol,1
britney spears,1
is watching old a7x interviews,1
hintswen i dont know anyone else with tesltra,0
jessygc92 makeiryu did you know that god made us best friends because he knew our moms couldnt handle us as sisters love you,1
tgrworzel or voting for the english democrats,1
hnygirl200 djsmook oh shit i did not check my twits after i posted about quiznos the one in ala moana is not there anymore,0
aww now i do not know what to do hopes he rings back,0
daniel_caudwell i am quite aware of where i stole it from sir daniel howeva i maintain that i have been laughing at funerals 4 longer,1
kwill15 ugh,0
sorry if i hurt your feelings,0
blahtoo much to drink last night,0
listening to the summer set,1
nickmarshall i am not sick just in intense pain leaving my computer now,0
wish all the best for my sister,1
jonathanrknight thats much better mr john knight,1
is quite addicted to gordon ramsay right now,1
well cos i didnt get my forgivenessbanana dreamss,0
larsbachmann nice feature,1
hallelujah for payday although half my money is gone already,0
casey887 your not crazy about the he is gone poster or the one i have now sorry i am confused lol bad morning,1
soho2014 just like any other criminal the swineflu takes on a alias,1
i messed up my backhip it hurts so bad,0
my husband robert pattinson got hit by a cab today in the city get those psycho stalkers away from him leaverobalone peterfacinelli,0
i may have just completely flippedand then shared way too much stupid things i do in freak out mode i am sorry,0
is waiting for the clock to countdown for work tonight,0
stephr425 why limit your story to 140 ch tell all what is annoying you at wwiamsoannoyedcom it will help relieve your stress,1
stephmatee woo dover medway haha i am indeed hammersmith southend what about youu,1
barsoomcore you know i made you laugh cannot cut me when youre giggling and i can run faster than you when youre giggling,1
not many meows today erlse interwibble 09casper artfordogs cyberbonn petwebdesigner ifpetscouldtime halopets romeothecat,0
shutup i have a feeling that this whole week is going to suck,0
theseg i wouldnt miss either one,1
i need a puppy to rub all over my face i wish i didnt have to wait 3 weeks,0
oh dearjust noticed i have two assigments due in todaydid not realise thankfully they are already done organisation is great,1
this is what happens when people ditch out on our woohoo friday night fridays,0
wordpress is ahmayzing,1
bustabusta haha i always say neon nin jax because of the xs at the end,1
check out the latest video i shot for school on youtube or my music page jd tellez,1
is about to go to school for one day,1
no singing for my today no way just loads of honey tea and water,1
mama2kings yeah i cannot afford that either i miss pedicures too i remember yours you did not tip her right lol,0
_hooch_ i know now prepared to get addicted to twitter ha,1
ihoff moving up in the world then,1
kyabean i got your twable and wanted to send you a message but it appears youre not following me,0
hoje stand up comedy com danilo gentili,1
feistyflo unfortunately i was not there to hear it first hand retold by weikim,0
vannessvanwu wil be back to follow up after my yoga,1
what i said earlier about my mum was al lie she had actually dropped a slab on her finger,0
i am just one big freckle collection and i am burnt,0
very touching tribute,0
anime_otaku2 that was hard 25k stolen,0
enough time left to eat before i head off to the next weekend event why does fun have to be so much work some days,1
andrewtc04 jebus dude you better be wearing a helmet if not i will bring you one this evening that is soo scary,0
i am sitting in school and am allowed to surf in the internet loving it,1
ksilver drive safely may the roads rise to meet you and your motel be decent,1
good morning tweeps monday got here way too soon hope you are having a good one at least as good as it can get for a monday,1
finally watched the last couple episodes of the office on nbc theofficenbc i now understand why gervais stopped after 2 seasons,0
thedailysurvey why do we love those that we cannot have,0
alanroberts1971 paintgranny thanks for thoughts some of us were here working late again didnt even manage to get to pub on way home,0
sweetbullshit oh noes you were sposed to say topshop or something,0
erikarhanetan i have so much love for that song,1
evening how was everyones sunday so far,1
oh nooes i burnt my toaster strudel i was lookin forward to eatin it too it was strawberry and i found extra frosting packets,0
